vehicle_id,device_id,ride_date,minute_offset,max_vibration_magnitude,above_threshold
unknown,1086240,2026-06-29,274,38011.9,True
unknown,1086240,2026-06-29,275,26462.2,True
unknown,1086240,2026-06-29,276,5541.4,True
unknown,1086240,2026-06-29,277,40864.3,True
unknown,1086240,2026-06-29,278,6312.0,True
unknown,1086240,2026-06-29,279,4757.0,True
unknown,1086240,2026-06-29,280,39717.2,True
unknown,1086240,2026-06-29,281,28744.2,True
unknown,1086240,2026-06-29,282,34109.6,True
unknown,1086240,2026-06-29,283,6240.3,True
unknown,1086240,2026-06-29,284,4751.0,True
unknown,1086240,2026-06-29,285,39805.2,True
unknown,1086240,2026-06-29,286,4756.0,True
unknown,1086240,2026-06-29,287,4820.0,True
unknown,1086240,2026-06-29,298,34988.4,True
unknown,1086240,2026-06-29,299,4785.0,True
unknown,1086240,2026-06-29,300,4823.3,True
unknown,1086240,2026-06-29,301,4777.1,True
unknown,1086240,2026-06-29,302,4746.0,True
unknown,1086240,2026-06-29,303,32558.5,True
unknown,1086240,2026-06-29,304,29739.8,True
unknown,1086240,2026-06-29,370,4807.4,True
unknown,1086240,2026-06-29,371,4817.0,True
unknown,1086240,2026-06-29,372,36661.7,True
unknown,1086240,2026-06-29,373,46337.9,True
unknown,1086240,2026-06-29,374,4794.0,True
unknown,1086240,2026-06-29,375,4769.0,True
unknown,1086240,2026-06-29,376,4754.0,True
unknown,1086240,2026-06-29,377,4758.0,True
unknown,1086240,2026-06-29,378,34073.9,True
unknown,1086240,2026-06-29,379,36747.5,True
unknown,1086240,2026-06-29,380,34649.4,True
unknown,1086240,2026-06-29,385,4828.8,True
unknown,1086240,2026-06-29,405,4807.1,True
unknown,1086240,2026-06-29,406,4833.7,True
unknown,1086240,2026-06-29,407,4753.0,True
unknown,1086240,2026-06-29,408,4764.0,True
unknown,1086240,2026-06-29,409,31195.4,True
unknown,1086240,2026-06-29,410,4812.1,True
unknown,1086240,2026-06-29,411,37030.7,True
unknown,1086240,2026-06-29,412,4909.1,True
unknown,1086240,2026-06-29,413,4760.0,True
unknown,1086240,2026-06-29,414,38863.7,True
unknown,1086240,2026-06-29,415,4749.0,True
unknown,1086240,2026-06-29,416,30757.3,True
unknown,1086240,2026-06-29,417,40983.5,True
unknown,1086240,2026-06-29,418,4746.0,True
unknown,1086240,2026-06-29,419,27370.8,True
unknown,1086240,2026-06-29,420,36496.3,True
unknown,1086240,2026-06-29,421,4755.0,True
unknown,1086240,2026-06-29,422,4747.0,True
unknown,1086240,2026-06-29,423,4794.2,True
unknown,1086240,2026-06-29,424,4796.0,True
unknown,1086240,2026-06-29,425,4772.0,True
unknown,1086240,2026-06-29,426,4763.0,True
unknown,1086240,2026-06-29,427,4756.0,True
unknown,1086240,2026-06-29,428,4763.0,True
unknown,1086240,2026-06-29,429,4754.0,True
unknown,1086240,2026-06-29,430,4811.0,True
unknown,1086240,2026-06-29,431,4810.4,True
unknown,1086240,2026-06-29,432,4815.3,True
unknown,1086240,2026-06-29,433,4830.9,True
unknown,1086240,2026-06-29,434,4754.0,True
unknown,1086240,2026-06-29,435,4749.0,True
unknown,1086240,2026-06-29,436,4749.0,True
unknown,1086240,2026-06-29,437,4756.0,True
unknown,1086240,2026-06-29,438,6161.6,True
unknown,1086240,2026-06-29,439,4737.0,True
unknown,1086240,2026-06-29,440,4806.5,True
unknown,1086240,2026-06-29,441,4759.0,True
unknown,1086240,2026-06-29,442,4747.0,True
unknown,1086240,2026-06-29,443,43622.9,True
unknown,1086240,2026-06-29,444,4754.0,True
unknown,1086240,2026-06-29,445,4770.0,True
unknown,1086240,2026-06-29,446,4754.0,True
unknown,1086240,2026-06-29,447,4762.0,True
unknown,1086240,2026-06-29,448,4753.0,True
unknown,1086240,2026-06-29,449,4756.0,True
unknown,1086240,2026-06-29,450,4748.0,True
unknown,1086240,2026-06-29,452,4828.4,True
unknown,1086240,2026-06-29,453,4750.0,True
unknown,1086240,2026-06-29,454,4766.0,True
unknown,1086240,2026-06-29,455,4775.0,True
unknown,1086240,2026-06-29,456,4746.0,True
unknown,1086240,2026-06-29,457,4748.0,True
unknown,1086240,2026-06-29,458,4742.0,True
unknown,1086240,2026-06-29,459,4792.0,True
unknown,1086240,2026-06-29,460,4812.4,True
unknown,1086240,2026-06-29,461,4813.6,True
unknown,1086240,2026-06-29,462,4810.7,True
unknown,1086240,2026-06-29,463,4766.0,True
unknown,1086240,2026-06-29,464,4785.0,True
unknown,1086240,2026-06-29,465,4748.0,True
unknown,1086240,2026-06-29,466,5052.3,True
unknown,1086240,2026-06-29,467,1179.3,False
unknown,1086240,2026-06-29,468,6659.0,True
unknown,1086240,2026-06-29,469,5517.2,True
unknown,1086240,2026-06-29,470,38765.8,True
unknown,1086240,2026-06-29,471,37126.0,True
unknown,1086240,2026-06-29,472,20423.4,True
unknown,1086240,2026-06-29,473,4748.0,True
unknown,1086240,2026-06-29,474,7809.7,True
unknown,1086240,2026-06-29,475,27077.4,True
unknown,1086240,2026-06-29,476,41687.7,True
unknown,1086240,2026-06-29,477,4747.0,True
unknown,1086240,2026-06-29,478,4816.0,True
unknown,1086240,2026-06-29,479,7024.1,True
unknown,1086240,2026-06-29,480,6461.0,True
unknown,1086240,2026-06-29,481,4799.0,True
unknown,1086240,2026-06-29,482,4751.0,True
unknown,1086240,2026-06-29,483,5013.4,True
unknown,1086240,2026-06-29,484,36303.3,True
unknown,1086240,2026-06-29,485,4754.0,True
unknown,1086240,2026-06-29,486,31722.9,True
unknown,1086240,2026-06-29,487,42610.7,True
unknown,1086240,2026-06-29,488,29607.1,True
unknown,1086240,2026-06-29,489,42276.2,True
unknown,1086240,2026-06-29,490,4752.0,True
unknown,1086240,2026-06-29,491,4816.0,True
unknown,1086240,2026-06-29,492,4752.0,True
unknown,1086240,2026-06-29,493,46953.0,True
unknown,1086240,2026-06-29,494,50979.8,True
unknown,1086240,2026-06-29,515,4819.2,True
unknown,1086240,2026-06-29,516,4750.0,True
unknown,1086240,2026-06-29,517,45586.1,True
unknown,1086240,2026-06-29,518,47976.1,True
unknown,1086240,2026-06-29,519,4748.1,True
unknown,1086240,2026-06-29,520,4747.0,True
unknown,1086240,2026-06-29,521,4808.7,True
unknown,1086240,2026-06-29,522,5264.3,True
unknown,1086240,2026-06-29,523,7668.2,True
unknown,1086240,2026-06-29,524,260.6,False
unknown,1086240,2026-06-29,537,4821.3,True
unknown,1086240,2026-06-29,538,4754.0,True
unknown,1086240,2026-06-29,539,4782.0,True
unknown,1086240,2026-06-29,540,4807.0,True
unknown,1086240,2026-06-29,541,4933.1,True
unknown,1086240,2026-06-29,542,5756.5,True
unknown,1086240,2026-06-29,543,4756.0,True
unknown,1086240,2026-06-29,544,4750.0,True
unknown,1086240,2026-06-29,545,4779.1,True
unknown,1086240,2026-06-29,546,4749.0,True
unknown,1086240,2026-06-29,547,4773.0,True
unknown,1086240,2026-06-29,548,4748.0,True
unknown,1086240,2026-06-29,549,4778.1,True
unknown,1086240,2026-06-29,550,4752.0,True
unknown,1086240,2026-06-29,551,34123.5,True
unknown,1086240,2026-06-29,552,4772.0,True
unknown,1086240,2026-06-29,553,4776.0,True
unknown,1086240,2026-06-29,554,4767.0,True
unknown,1086240,2026-06-29,555,4751.0,True
unknown,1086240,2026-06-29,556,4750.0,True
unknown,1086240,2026-06-29,557,34201.7,True
unknown,1086240,2026-06-29,558,42984.8,True
unknown,1086240,2026-06-29,559,4808.0,True
unknown,1086240,2026-06-29,560,4736.0,True
unknown,1086240,2026-06-29,562,4830.2,True
unknown,1086240,2026-06-29,563,4793.0,True
unknown,1086240,2026-06-29,564,4814.1,True
unknown,1086240,2026-06-29,565,4754.0,True
unknown,1086240,2026-06-29,566,26823.9,True
unknown,1086240,2026-06-29,567,5920.8,True
unknown,1086240,2026-06-29,568,6747.6,True
unknown,1086240,2026-06-29,569,30174.9,True
unknown,1086240,2026-06-29,570,43029.4,True
unknown,1086240,2026-06-29,571,1039.2,False
unknown,1086240,2026-06-29,572,1036.2,False
unknown,1086240,2026-06-29,573,1030.2,False
unknown,1086240,2026-06-29,574,42526.6,True
unknown,1086240,2026-06-29,575,1017.1,False
unknown,1086240,2026-06-29,576,32243.7,True
unknown,1086240,2026-06-29,577,1013.1,False
unknown,1086240,2026-06-29,578,1103.6,False
unknown,1086240,2026-06-29,712,4782.6,True
unknown,1086240,2026-06-29,713,4797.2,True
unknown,1086240,2026-06-29,714,38591.4,True
unknown,1086240,2026-06-29,715,4760.0,True
unknown,1086240,2026-06-29,716,4689.0,True
unknown,1086240,2026-06-29,717,4697.4,True
unknown,1086240,2026-06-29,718,8072.6,True
unknown,1086240,2026-06-29,719,7290.3,True
unknown,1086240,2026-06-29,720,7639.9,True
unknown,1086240,2026-06-29,721,2400.9,False
unknown,1086240,2026-06-29,722,7290.2,True
unknown,1086240,2026-06-29,723,6633.1,True
unknown,1086240,2026-06-29,724,4978.0,True
unknown,1086240,2026-06-29,725,38209.3,True
unknown,1086240,2026-06-29,726,4780.6,True
unknown,1086240,2026-06-29,727,4780.4,True
unknown,1086240,2026-06-29,728,34412.1,True
unknown,1086240,2026-06-29,729,4799.3,True
unknown,1086240,2026-06-29,730,14376.7,True
unknown,1086240,2026-06-29,731,4750.0,True
unknown,1086240,2026-06-29,732,4808.8,True
unknown,1086240,2026-06-29,733,38789.1,True
unknown,1086240,2026-06-29,734,43634.2,True
unknown,1086240,2026-06-29,735,4728.0,True
unknown,1086240,2026-06-29,739,4931.1,True
unknown,1086240,2026-06-29,740,4770.7,True
unknown,1086240,2026-06-29,741,5915.2,True
unknown,1086240,2026-06-29,742,31707.9,True
unknown,1086240,2026-06-29,743,45474.7,True
unknown,1086240,2026-06-29,744,5188.8,True
unknown,1086240,2026-06-29,745,6048.0,True
unknown,1086240,2026-06-29,746,7813.3,True
unknown,1086240,2026-06-29,747,4750.9,True
unknown,1086240,2026-06-29,748,4732.6,True
unknown,1086240,2026-06-29,749,4720.1,True
unknown,1086240,2026-06-29,750,4705.0,True
unknown,1086240,2026-06-29,751,4706.0,True
unknown,1086240,2026-06-29,752,6717.4,True
unknown,1086240,2026-06-29,753,4727.1,True
unknown,1086240,2026-06-29,754,36987.3,True
unknown,1086240,2026-06-29,755,4706.1,True
unknown,1086240,2026-06-29,756,39683.6,True
unknown,1086240,2026-06-29,757,15905.9,True
unknown,1086240,2026-06-29,758,4703.0,True
unknown,1086240,2026-06-29,759,44681.5,True
unknown,1086240,2026-06-29,760,6022.7,True
unknown,1086240,2026-06-29,761,6713.3,True
unknown,1086240,2026-06-29,767,4801.4,True
unknown,1086240,2026-06-29,768,5988.4,True
unknown,1086240,2026-06-29,769,4726.0,True
unknown,1086240,2026-06-29,770,34571.0,True
unknown,1086240,2026-06-29,771,4722.0,True
unknown,1086240,2026-06-29,772,31450.4,True
unknown,1086240,2026-06-29,773,4715.0,True
unknown,1086240,2026-06-29,774,4718.0,True
unknown,1086240,2026-06-29,775,4716.0,True
unknown,1086240,2026-06-29,776,4719.0,True
unknown,1086240,2026-06-29,777,4715.0,True
unknown,1086240,2026-06-29,778,4720.0,True
unknown,1086240,2026-06-29,779,4717.0,True
unknown,1086240,2026-06-29,780,4711.0,True
unknown,1086240,2026-07-13,0,4862.5,True
unknown,1086240,2026-07-13,1,4864.9,True
unknown,1086240,2026-07-13,2,4975.1,True
unknown,1086240,2026-07-13,3,5232.8,True
unknown,1086240,2026-07-13,4,5278.7,True
unknown,1086240,2026-07-13,5,5072.6,True
unknown,1086240,2026-07-13,6,5265.9,True
unknown,1086240,2026-07-13,7,19672.7,True
unknown,1086240,2026-07-13,8,5344.7,True
unknown,1086240,2026-07-13,9,38203.3,True
unknown,1086240,2026-07-13,10,36891.6,True
unknown,1086240,2026-07-13,11,32267.2,True
unknown,1086240,2026-07-13,12,5404.7,True
unknown,1086240,2026-07-13,13,34680.9,True
unknown,1086240,2026-07-13,14,5380.8,True
unknown,1086240,2026-07-13,15,16769.8,True
unknown,1086240,2026-07-13,16,5505.8,True
unknown,1086240,2026-07-13,17,5159.4,True
unknown,1086240,2026-07-13,18,4853.0,True
unknown,1086240,2026-07-13,19,12493.1,True
unknown,1086240,2026-07-13,20,33505.1,True
unknown,1086240,2026-07-13,21,5464.5,True
unknown,1086240,2026-07-13,22,5256.1,True
unknown,1086240,2026-07-13,23,49676.6,True
unknown,1086240,2026-07-13,24,41713.6,True
unknown,1086240,2026-07-13,25,33339.0,True
unknown,1086240,2026-07-13,26,5332.2,True
unknown,1086240,2026-07-13,27,26145.4,True
unknown,1086240,2026-07-13,28,5165.5,True
unknown,1086240,2026-07-13,29,37687.8,True
unknown,1086240,2026-07-13,30,42986.5,True
unknown,1086240,2026-07-13,31,40010.3,True
unknown,1086240,2026-07-13,32,16524.9,True
unknown,1086240,2026-07-13,33,15483.8,True
unknown,1086240,2026-07-13,34,5444.0,True
unknown,1086240,2026-07-13,35,42397.2,True
unknown,1086240,2026-07-13,36,5318.4,True
unknown,1086240,2026-07-13,37,42131.3,True
unknown,1086240,2026-07-13,38,5406.9,True
unknown,1086240,2026-07-13,39,5294.1,True
unknown,1086240,2026-07-13,40,5119.1,True
unknown,1086240,2026-07-13,41,5182.9,True
unknown,1086240,2026-07-13,42,18363.2,True
unknown,1086240,2026-07-13,43,5266.3,True
unknown,1086240,2026-07-13,44,5176.7,True
unknown,1086240,2026-07-13,45,5308.1,True
unknown,1086240,2026-07-13,46,4735.1,True
unknown,1086240,2026-07-13,47,5243.2,True
unknown,1086240,2026-07-13,48,5790.4,True
unknown,1086240,2026-07-13,49,5227.9,True
unknown,1086240,2026-07-13,50,5209.1,True
unknown,1086240,2026-07-13,51,5150.7,True
unknown,1086240,2026-07-13,52,5301.2,True
unknown,1086240,2026-07-13,53,5238.4,True
unknown,1086240,2026-07-13,54,4773.0,True
unknown,1086240,2026-07-13,55,5202.0,True
unknown,1086240,2026-07-13,56,5059.1,True
unknown,1086240,2026-07-13,57,5354.3,True
unknown,1086240,2026-07-13,58,24191.8,True
unknown,1086240,2026-07-13,59,5156.3,True
unknown,1086240,2026-07-13,60,5124.0,True
unknown,1086240,2026-07-13,61,5786.9,True
unknown,1086240,2026-07-13,62,5175.1,True
unknown,1086240,2026-07-13,63,4808.8,True
unknown,1086240,2026-07-13,64,33870.1,True
unknown,1086240,2026-07-13,65,20169.2,True
unknown,1086240,2026-07-13,66,5430.8,True
unknown,1086240,2026-07-13,67,5246.3,True
unknown,1086240,2026-07-13,68,5356.4,True
unknown,1086240,2026-07-13,69,31883.2,True
unknown,1086240,2026-07-13,70,5447.1,True
unknown,1086240,2026-07-13,71,5612.7,True
unknown,1086240,2026-07-13,72,5873.8,True
unknown,1086240,2026-07-13,73,5363.4,True
unknown,1086240,2026-07-13,74,5034.1,True
unknown,1086240,2026-07-13,75,5639.4,True
unknown,1086240,2026-07-13,76,38764.8,True
unknown,1086240,2026-07-13,77,5210.4,True
unknown,1086240,2026-07-13,78,5383.6,True
unknown,1086240,2026-07-13,79,5360.6,True
unknown,1086240,2026-07-13,80,4790.0,True
unknown,1086240,2026-07-13,81,4876.5,True
unknown,1086240,2026-07-13,82,5250.2,True
unknown,1086240,2026-07-13,83,5463.7,True
unknown,1086240,2026-07-13,84,4941.6,True
unknown,1086240,2026-07-13,85,31758.1,True
unknown,1086240,2026-07-13,86,4974.4,True
unknown,1086240,2026-07-13,87,5180.5,True
unknown,1086240,2026-07-13,88,4818.3,True
unknown,1086240,2026-07-13,89,4958.5,True
unknown,1086240,2026-07-13,90,5021.7,True
unknown,1086240,2026-07-13,91,15403.7,True
unknown,1086240,2026-07-13,92,35441.6,True
unknown,1086240,2026-07-13,93,36106.6,True
unknown,1086240,2026-07-13,94,41531.1,True
unknown,1086240,2026-07-13,95,5027.5,True
unknown,1086240,2026-07-13,96,5237.1,True
unknown,1086240,2026-07-13,97,35653.0,True
unknown,1086240,2026-07-13,98,5156.6,True
unknown,1086240,2026-07-13,99,23423.2,True
unknown,1086240,2026-07-13,100,43535.2,True
unknown,1086240,2026-07-13,101,5887.7,True
unknown,1086240,2026-07-13,102,4910.2,True
unknown,1086240,2026-07-13,103,32550.8,True
unknown,1086240,2026-07-13,104,4717.4,True
unknown,1086240,2026-07-13,105,4967.7,True
unknown,1086240,2026-07-13,106,4744.0,True
unknown,1086240,2026-07-13,107,7164.5,True
unknown,1086240,2026-07-13,109,33814.3,True
unknown,1086240,2026-07-13,110,4839.5,True
unknown,1086240,2026-07-13,111,5556.6,True
unknown,1086240,2026-07-13,112,5521.2,True
unknown,1086240,2026-07-13,113,29623.8,True
unknown,1086240,2026-07-13,114,35618.0,True
unknown,1086240,2026-07-13,115,33216.9,True
unknown,1086240,2026-07-13,116,29661.7,True
unknown,1086240,2026-07-13,117,34639.2,True
unknown,1086240,2026-07-13,118,5155.1,True
unknown,1086240,2026-07-13,119,4865.0,True
unknown,1086240,2026-07-13,120,7362.9,True
unknown,1086240,2026-07-13,121,15104.9,True
unknown,1086240,2026-07-13,122,5423.2,True
unknown,1086240,2026-07-13,123,6072.9,True
unknown,1086240,2026-07-13,124,20244.5,True
unknown,1086240,2026-07-13,125,19048.0,True
unknown,1086240,2026-07-13,126,22964.5,True
unknown,1086240,2026-07-13,127,37853.0,True
unknown,1086240,2026-07-13,128,44370.2,True
unknown,1086240,2026-07-13,129,31514.1,True
unknown,1086240,2026-07-13,130,40626.2,True
unknown,1086240,2026-07-13,131,33997.8,True
unknown,1086240,2026-07-13,132,25712.9,True
unknown,1086240,2026-07-13,133,4816.0,True
unknown,1086240,2026-07-13,134,47711.6,True
unknown,1086240,2026-07-13,135,37871.1,True
unknown,1086240,2026-07-13,136,5223.9,True
unknown,1086240,2026-07-13,137,37222.4,True
unknown,1086240,2026-07-13,138,5114.4,True
unknown,1086240,2026-07-13,139,36111.1,True
unknown,1086240,2026-07-13,140,5594.2,True
unknown,1086240,2026-07-13,141,23681.7,True
unknown,1086240,2026-07-13,142,32143.4,True
unknown,1086240,2026-07-13,143,5097.1,True
unknown,1086240,2026-07-13,144,43881.0,True
unknown,1086240,2026-07-13,145,5451.9,True
unknown,1086240,2026-07-13,146,46377.1,True
unknown,1086240,2026-07-13,147,5108.2,True
unknown,1086240,2026-07-13,148,31993.5,True
unknown,1086240,2026-07-13,149,28927.0,True
unknown,1086240,2026-07-13,150,53128.7,True
unknown,1086240,2026-07-13,151,5099.4,True
unknown,1086240,2026-07-13,152,44404.4,True
unknown,1086240,2026-07-13,153,5543.0,True
unknown,1086240,2026-07-13,154,41690.9,True
unknown,1086240,2026-07-13,155,36091.4,True
unknown,1086240,2026-07-13,156,40537.6,True
unknown,1086240,2026-07-13,157,5004.1,True
unknown,1086240,2026-07-13,158,33107.3,True
unknown,1086240,2026-07-13,159,38332.4,True
unknown,1086240,2026-07-13,160,5559.1,True
unknown,1086240,2026-07-13,161,5176.1,True
unknown,1086240,2026-07-13,162,5930.4,True
unknown,1086240,2026-07-13,163,5259.8,True
unknown,1086240,2026-07-13,164,5146.7,True
unknown,1086240,2026-07-13,165,5755.9,True
unknown,1086240,2026-07-13,166,4946.3,True
unknown,1086240,2026-07-13,167,5469.4,True
unknown,1086240,2026-07-13,168,10868.7,True
unknown,1086240,2026-07-13,169,7475.4,True
unknown,1086240,2026-07-13,226,5326.0,True
unknown,1086240,2026-07-13,227,5335.4,True
unknown,1086240,2026-07-13,228,31827.7,True
unknown,1086240,2026-07-13,229,39777.3,True
unknown,1086240,2026-07-13,230,27570.3,True
unknown,1086240,2026-07-13,231,36026.3,True
unknown,1086240,2026-07-13,232,28682.3,True
unknown,1086240,2026-07-13,233,37923.2,True
unknown,1086240,2026-07-13,234,5601.1,True
unknown,1086240,2026-07-13,235,5414.1,True
unknown,1086240,2026-07-13,236,34603.8,True
unknown,1086240,2026-07-13,237,44390.3,True
unknown,1086240,2026-07-13,238,5117.2,True
unknown,1086240,2026-07-13,239,31966.1,True
unknown,1086240,2026-07-13,240,4955.3,True
unknown,1086240,2026-07-13,241,5089.3,True
unknown,1086240,2026-07-13,242,5162.3,True
unknown,1086240,2026-07-13,243,5264.8,True
unknown,1086240,2026-07-13,244,5238.4,True
unknown,1086240,2026-07-13,245,47937.3,True
unknown,1086240,2026-07-13,246,6045.0,True
unknown,1086240,2026-07-13,247,5553.5,True
unknown,1086240,2026-07-13,248,5288.3,True
unknown,1086240,2026-07-13,249,25216.0,True
unknown,1086240,2026-07-13,250,5434.3,True
unknown,1086240,2026-07-13,251,44428.3,True
unknown,1086240,2026-07-13,252,5308.0,True
unknown,1086240,2026-07-13,253,4833.4,True
unknown,1086240,2026-07-13,254,4745.1,True
unknown,1086240,2026-07-13,256,27595.0,True
unknown,1086240,2026-07-13,258,5306.4,True
unknown,1086240,2026-07-13,259,5335.7,True
unknown,1086240,2026-07-13,509,4814.8,True
unknown,1086240,2026-07-13,510,43548.7,True
unknown,1086240,2026-07-13,511,26957.5,True
unknown,1086240,2026-07-13,512,4723.0,True
unknown,1086240,2026-07-13,513,33604.4,True
unknown,1086240,2026-07-13,514,5105.2,True
unknown,1086240,2026-07-13,515,35653.8,True
unknown,1086240,2026-07-13,516,6775.8,True
unknown,1086240,2026-07-13,517,28441.4,True
unknown,1086240,2026-07-13,518,31592.3,True
unknown,1086240,2026-07-13,519,28354.4,True
unknown,1086240,2026-07-13,520,42174.9,True
unknown,1086240,2026-07-13,521,31584.4,True
unknown,1086240,2026-07-13,522,37842.5,True
unknown,1086240,2026-07-13,523,23075.6,True
unknown,1086240,2026-07-13,524,4877.9,True
unknown,1086240,2026-07-13,525,4801.1,True
unknown,1086240,2026-07-13,526,36718.6,True
unknown,1086240,2026-07-13,527,43673.0,True
unknown,1086240,2026-07-13,528,36880.0,True
unknown,1086240,2026-07-13,529,34187.1,True
unknown,1086240,2026-07-13,530,36725.7,True
unknown,1086240,2026-07-13,531,36855.5,True
unknown,1086240,2026-07-13,532,37971.6,True
unknown,1086240,2026-07-13,533,4817.5,True
unknown,1086240,2026-07-13,534,31824.9,True
unknown,1086240,2026-07-13,535,34314.6,True
unknown,1086240,2026-07-13,536,7916.6,True
unknown,1086240,2026-07-13,537,7073.3,True
unknown,1086240,2026-07-13,538,7475.6,True
unknown,1086240,2026-07-13,539,4743.0,True
unknown,1086240,2026-07-13,540,4737.0,True
unknown,1086240,2026-07-13,541,4735.0,True
unknown,1086240,2026-07-13,542,4737.0,True
unknown,1086240,2026-07-13,543,4740.0,True
unknown,1086240,2026-07-13,544,4733.0,True
unknown,1086240,2026-07-13,545,6951.4,True
unknown,1086240,2026-07-13,546,33655.1,True
unknown,1086240,2026-07-13,547,23412.0,True
unknown,1086240,2026-07-13,548,35142.6,True
unknown,1086240,2026-07-13,549,4824.0,True
unknown,1086240,2026-07-13,550,4832.7,True
unknown,1086240,2026-07-13,551,34077.9,True
unknown,1086240,2026-07-13,552,4755.0,True
unknown,1086240,2026-07-13,553,23182.5,True
unknown,1086240,2026-07-13,554,4756.0,True
unknown,1086240,2026-07-13,555,39686.3,True
unknown,1086240,2026-07-13,556,4755.0,True
unknown,1086240,2026-07-13,557,4755.0,True
unknown,1086240,2026-07-13,558,31364.4,True
unknown,1086240,2026-07-13,559,4754.0,True
unknown,1086240,2026-07-13,560,4757.0,True
unknown,1086240,2026-07-13,561,4760.0,True
unknown,1086240,2026-07-13,562,4747.0,True
unknown,1086240,2026-07-13,583,4839.9,True
unknown,1086240,2026-07-13,584,4775.0,True
unknown,1086240,2026-07-13,585,44436.7,True
unknown,1086240,2026-07-13,586,4767.2,True
unknown,1086240,2026-07-13,587,4761.0,True
unknown,1086240,2026-07-13,588,44726.9,True
unknown,1086240,2026-07-13,589,4755.0,True
unknown,1086240,2026-07-13,590,34706.1,True
unknown,1086240,2026-07-13,591,33830.2,True
unknown,1086240,2026-07-13,592,43504.8,True
unknown,1086240,2026-07-13,593,4751.0,True
unknown,1086240,2026-07-13,594,4754.0,True
unknown,1086240,2026-07-13,595,4755.0,True
unknown,1086240,2026-07-13,596,4745.0,True
unknown,1086240,2026-07-13,609,4829.6,True
unknown,1086240,2026-07-13,610,4750.0,True
unknown,1086240,2026-07-13,611,41983.1,True
unknown,1086240,2026-07-13,612,4746.0,True
unknown,1086240,2026-07-13,613,35503.5,True
