vehicle_id,device_id,ride_date,timestamp,battery_1_soc_pct,battery_2_soc_pct
116IAG,1086344,2026-07-17,2026-07-17T17:25:49.445000,73.0,
116IAG,1086344,2026-07-17,2026-07-17T17:27:10.945000,72.0,
116IAG,1086344,2026-07-17,2026-07-17T17:29:18.054000,71.0,
116IAG,1086344,2026-07-17,2026-07-17T17:31:10.045000,70.0,
116IAG,1086344,2026-07-17,2026-07-17T17:32:15.945000,69.0,
116IAG,1086344,2026-07-17,2026-07-17T17:36:34.545000,68.0,
116IAG,1086344,2026-07-17,2026-07-17T17:37:42.245000,67.0,
116IAG,1086344,2026-07-17,2026-07-17T17:38:48.750000,66.0,
116IAG,1086344,2026-07-17,2026-07-17T17:40:38.750000,65.0,
116IAG,1086344,2026-07-17,2026-07-17T17:44:08.344000,64.0,
116IAG,1086344,2026-07-17,2026-07-17T17:45:25.745000,63.0,
116IAG,1086344,2026-07-17,2026-07-17T17:46:38.059000,62.0,
116IAG,1086344,2026-07-17,2026-07-17T17:48:28.161000,61.0,
116IAG,1086344,2026-07-17,2026-07-17T17:49:34.945000,60.0,
116IAG,1086344,2026-07-17,2026-07-17T17:51:06.068000,59.0,
116IAG,1086344,2026-07-17,2026-07-17T17:53:16.145000,58.0,
116IAG,1086344,2026-07-17,2026-07-17T17:54:38.045000,57.0,
116IAG,1086344,2026-07-17,2026-07-17T17:56:18.645000,56.0,
116IAG,1086344,2026-07-17,2026-07-17T18:00:41.360000,55.0,
116IAG,1086344,2026-07-17,2026-07-17T18:02:16.861000,54.0,
116IAG,1086344,2026-07-17,2026-07-17T18:07:04.045000,53.0,
116IAG,1086344,2026-07-17,2026-07-17T18:10:30.645000,52.0,
116IAG,1086344,2026-07-17,2026-07-17T18:11:43.045000,51.0,
116IAG,1086344,2026-07-17,2026-07-17T18:14:57.557000,50.0,
116IAG,1086344,2026-07-17,2026-07-17T18:16:15.445000,49.0,
116IAG,1086344,2026-07-17,2026-07-17T18:19:04.745000,48.0,
116IAG,1086344,2026-07-17,2026-07-17T18:21:06.952000,47.0,
116IAG,1086344,2026-07-17,2026-07-17T18:23:18.545000,46.0,
116IAG,1086344,2026-07-17,2026-07-17T18:25:02.166000,45.0,
116IAG,1086344,2026-07-17,2026-07-17T18:26:02.445000,44.0,
116IAG,1086344,2026-07-17,2026-07-17T18:27:12.244000,43.0,
116IAG,1086344,2026-07-17,2026-07-17T18:30:59.458000,42.0,
116IAG,1086344,2026-07-17,2026-07-17T18:32:51.045000,41.0,
116IAG,1086344,2026-07-17,2026-07-17T18:34:02.945000,40.0,
116IAG,1086344,2026-07-17,2026-07-17T18:35:16.858000,39.0,
116IAG,1086344,2026-07-17,2026-07-17T18:39:10.498000,38.0,
116IAG,1086344,2026-07-17,2026-07-17T18:44:00.379000,100.0,
116IAG,1086344,2026-07-17,2026-07-17T18:53:38.082000,99.0,
116IAG,1086344,2026-07-17,2026-07-17T18:57:26.082000,98.0,
116IAG,1086344,2026-07-17,2026-07-17T18:58:49.979000,97.0,
116IAG,1086344,2026-07-17,2026-07-17T19:03:37.492000,96.0,
116IAG,1086344,2026-07-17,2026-07-17T19:04:54.879000,95.0,
116IAG,1086344,2026-07-17,2026-07-17T19:06:52.988000,94.0,
116IAG,1086344,2026-07-17,2026-07-17T19:10:37.490000,93.0,
116IAG,1086344,2026-07-17,2026-07-17T19:11:46.291000,92.0,
116IAG,1086344,2026-07-17,2026-07-17T19:16:15.479000,91.0,
116IAG,1086344,2026-07-17,2026-07-17T19:17:32.782000,90.0,
116IAG,1086344,2026-07-17,2026-07-17T19:18:51.196000,89.0,
116IAG,1086344,2026-07-17,2026-07-17T19:25:24.679000,88.0,
116IAG,1086344,2026-07-17,2026-07-17T19:26:44.680000,87.0,
116IAG,1086344,2026-07-17,2026-07-17T19:32:34.789000,86.0,
116IAG,1086344,2026-07-17,2026-07-17T19:34:50.791000,85.0,
116IAG,1086344,2026-07-17,2026-07-17T19:36:47.379000,84.0,
116IAG,1086344,2026-07-17,2026-07-17T19:39:19.085000,83.0,
116IAG,1086344,2026-07-17,2026-07-17T19:41:26.084000,82.0,
116IAG,1086344,2026-07-17,2026-07-17T19:46:38.478000,81.0,
116IAG,1086344,2026-07-17,2026-07-17T19:49:28.879000,80.0,
116IAG,1086344,2026-07-17,2026-07-17T19:57:57.079000,79.0,
116IAG,1086344,2026-07-17,2026-07-17T20:01:38.079000,78.0,
116IAG,1086344,2026-07-17,2026-07-17T20:03:01.979000,77.0,
116IAG,1086344,2026-07-17,2026-07-17T20:04:25.294000,76.0,
116IAG,1086344,2026-07-17,2026-07-17T20:08:26.979000,75.0,
116IAG,1086344,2026-07-17,2026-07-17T20:10:03.379000,74.0,
116IAG,1086344,2026-07-17,2026-07-17T20:11:30.293000,73.0,
116IAG,1086344,2026-07-17,2026-07-17T20:16:54.779000,72.0,
116IAG,1086344,2026-07-17,2026-07-17T20:18:53.279000,71.0,
116IAG,1086344,2026-07-17,2026-07-17T20:20:50.279000,70.0,
116IAG,1086344,2026-07-17,2026-07-17T20:22:31.778000,69.0,
116IAG,1086344,2026-07-17,2026-07-17T20:23:38.085000,68.0,
116IAG,1086344,2026-07-17,2026-07-17T21:05:45.860000,67.0,
116IAG,1086344,2026-07-17,2026-07-17T21:09:52.453000,66.0,
116IAG,1086344,2026-07-17,2026-07-17T21:14:52.362000,65.0,
116IAG,1086344,2026-07-17,2026-07-17T21:16:58.454000,64.0,
116IAG,1086344,2026-07-17,2026-07-17T21:21:29.753000,63.0,
116IAG,1086344,2026-07-17,2026-07-17T21:23:31.853000,62.0,
116IAG,1086344,2026-07-17,2026-07-17T21:25:04.771000,61.0,
116IAG,1086344,2026-07-17,2026-07-17T21:26:18.553000,60.0,
116IAG,1086344,2026-07-17,2026-07-17T21:37:03.581000,59.0,
116IAG,1086344,2026-07-17,2026-07-17T21:38:07.880000,58.0,
116IAG,1086344,2026-07-17,2026-07-17T21:39:40.274000,57.0,
116IAG,1086344,2026-07-17,2026-07-17T21:40:54.574000,56.0,
116IAG,1086344,2026-07-17,2026-07-17T21:44:17.975000,55.0,
116IAG,1086344,2026-07-17,2026-07-17T21:45:44.888000,54.0,
116IAG,1086344,2026-07-17,2026-07-17T21:50:40.274000,53.0,
116IAG,1086344,2026-07-17,2026-07-17T21:54:00.806000,52.0,
116IAG,1086344,2026-07-17,2026-07-17T21:56:18.847000,51.0,
116IAG,1086344,2026-07-17,2026-07-17T21:58:07.847000,50.0,
116IAG,1086344,2026-07-17,2026-07-17T22:07:56.974000,49.0,
116IAG,1086344,2026-07-17,2026-07-17T22:09:03.274000,48.0,
116IAG,1086344,2026-07-17,2026-07-17T22:10:36.174000,47.0,
116IAG,1086344,2026-07-17,2026-07-17T22:11:58.492000,46.0,
116IAG,1086344,2026-07-17,2026-07-17T22:13:20.374000,45.0,
116IAG,1086344,2026-07-17,2026-07-17T22:15:34.380000,100.0,
116IAG,1086344,2026-07-17,2026-07-17T22:21:04.693000,,
116IAG,1086344,2026-07-17,2026-07-17T22:22:35.806000,100.0,
116IAG,1086344,2026-07-17,2026-07-17T22:25:27.703000,99.0,
116IAG,1086344,2026-07-17,2026-07-17T22:26:31.526000,98.0,
116IAG,1086344,2026-07-17,2026-07-17T22:27:50.426000,97.0,
116IAG,1086344,2026-07-17,2026-07-17T22:28:55.726000,96.0,
116IAG,1086344,2026-07-17,2026-07-17T22:41:20.698000,,
116IAG,1086344,2026-07-17,2026-07-17T23:20:21.687000,91.0,
116IAG,1086344,2026-07-17,2026-07-17T23:21:13.141000,90.0,
116IAG,1086344,2026-07-17,2026-07-17T23:22:22.541000,89.0,
116IAG,1086344,2026-07-17,2026-07-17T23:23:31.341000,88.0,
116IAG,1086344,2026-07-17,2026-07-17T23:24:44.760000,87.0,
116IAG,1086344,2026-07-17,2026-07-17T23:26:05.659000,86.0,
116IAG,1086344,2026-07-17,2026-07-17T23:27:58.749000,85.0,
116IAG,1086344,2026-07-17,2026-07-17T23:29:51.341000,84.0,
116IAG,1086344,2026-07-17,2026-07-17T23:30:48.147000,83.0,
116IAG,1086344,2026-07-17,2026-07-17T23:36:35.241000,82.0,
116IAG,1086344,2026-07-17,2026-07-17T23:37:37.061000,81.0,
116IAG,1086344,2026-07-17,2026-07-17T23:38:38.341000,80.0,
116IAG,1086344,2026-07-17,2026-07-17T23:39:41.257000,79.0,
116IAG,1086344,2026-07-17,2026-07-17T23:41:00.141000,78.0,
116IAG,1086344,2026-07-17,2026-07-17T23:44:56.700000,,
116IAG,1086344,2026-07-18,2026-07-18T00:01:08.651000,78.0,
116IAG,1086344,2026-07-18,2026-07-18T06:32:35.624000,,
116IAG,1086344,2026-07-18,2026-07-18T15:32:42.625000,100.0,
116IAG,1086344,2026-07-18,2026-07-18T15:58:55.376000,99.0,
116IAG,1086344,2026-07-18,2026-07-18T16:00:35.792000,98.0,
116IAG,1086344,2026-07-18,2026-07-18T16:04:27.876000,97.0,
116IAG,1086344,2026-07-18,2026-07-18T16:05:38.682000,96.0,
116IAG,1086344,2026-07-18,2026-07-18T16:06:55.076000,95.0,
116IAG,1086344,2026-07-18,2026-07-18T16:08:12.876000,94.0,
116IAG,1086344,2026-07-18,2026-07-18T16:35:04.702000,,
116IAG,1086344,2026-07-18,2026-07-18T16:35:43.895000,86.0,
116IAG,1086344,2026-07-18,2026-07-18T16:36:57.295000,85.0,
116IAG,1086344,2026-07-18,2026-07-18T16:54:00.885000,84.0,
116IAG,1086344,2026-07-18,2026-07-18T16:56:32.571000,83.0,
116IAG,1086344,2026-07-18,2026-07-18T16:58:46.690000,82.0,
116IAG,1086344,2026-07-18,2026-07-18T17:02:27.671000,81.0,
116IAG,1086344,2026-07-18,2026-07-18T17:03:40.571000,80.0,
116IAG,1086344,2026-07-18,2026-07-18T17:04:58.378000,79.0,
116IAG,1086344,2026-07-18,2026-07-18T17:06:17.782000,78.0,
116IAG,1086344,2026-07-18,2026-07-18T17:09:50.671000,77.0,
116IAG,1086344,2026-07-18,2026-07-18T17:10:48.971000,76.0,
116IAG,1086344,2026-07-18,2026-07-18T17:11:51.771000,75.0,
116IAG,1086344,2026-07-18,2026-07-18T17:12:51.071000,74.0,
116IAG,1086344,2026-07-18,2026-07-18T17:16:14.971000,73.0,
116IAG,1086344,2026-07-18,2026-07-18T17:18:40.586000,72.0,
116IAG,1086344,2026-07-18,2026-07-18T17:20:22.071000,71.0,
116IAG,1086344,2026-07-18,2026-07-18T17:22:33.671000,70.0,
116IAG,1086344,2026-07-18,2026-07-18T17:26:44.771000,69.0,
116IAG,1086344,2026-07-18,2026-07-18T17:28:09.171000,68.0,
116IAG,1086344,2026-07-18,2026-07-18T17:31:56.071000,67.0,
116IAG,1086344,2026-07-18,2026-07-18T17:33:09.241000,66.0,
116IAG,1086344,2026-07-18,2026-07-18T19:47:18.666000,,
116IAG,1086344,2026-07-18,2026-07-18T19:50:01.262000,75.0,
116IAG,1086344,2026-07-18,2026-07-18T19:51:32.083000,74.0,
116IAG,1086344,2026-07-18,2026-07-18T19:52:56.383000,73.0,
116IAG,1086344,2026-07-18,2026-07-18T19:54:23.183000,72.0,
116IAG,1086344,2026-07-18,2026-07-18T19:56:20.183000,71.0,
116IAG,1086344,2026-07-18,2026-07-18T19:57:23.883000,70.0,
116IAG,1086344,2026-07-18,2026-07-18T19:58:30.183000,69.0,
116IAG,1086344,2026-07-18,2026-07-18T20:02:48.983000,68.0,
116IAG,1086344,2026-07-18,2026-07-18T20:04:12.783000,67.0,
116IAG,1086344,2026-07-18,2026-07-18T20:05:18.097000,66.0,
116IAG,1086344,2026-07-18,2026-07-18T20:06:15.797000,65.0,
116IAG,1086344,2026-07-18,2026-07-18T20:07:15.987000,64.0,
116IAG,1086344,2026-07-18,2026-07-18T20:39:48.275000,63.0,
116IAG,1086344,2026-07-18,2026-07-18T20:40:57.488000,62.0,
116IAG,1086344,2026-07-18,2026-07-18T20:43:58.177000,61.0,
116IAG,1086344,2026-07-18,2026-07-18T20:45:14.475000,60.0,
116IAG,1086344,2026-07-18,2026-07-18T20:46:12.775000,59.0,
116IAG,1086344,2026-07-18,2026-07-18T20:47:41.580000,58.0,
116IAG,1086344,2026-07-18,2026-07-18T20:48:57.397000,57.0,
116IAG,1086344,2026-07-18,2026-07-18T20:50:16.688000,56.0,
116IAG,1086344,2026-07-18,2026-07-18T20:54:53.075000,55.0,
116IAG,1086344,2026-07-18,2026-07-18T20:55:44.275000,54.0,
116IAG,1086344,2026-07-18,2026-07-18T20:57:39.175000,53.0,
116IAG,1086344,2026-07-18,2026-07-18T20:59:03.475000,52.0,
116IAG,1086344,2026-07-18,2026-07-18T21:00:21.275000,51.0,
116IAG,1086344,2026-07-18,2026-07-18T21:09:20.376000,50.0,
116IAG,1086344,2026-07-18,2026-07-18T21:10:25.075000,49.0,
116IAG,1086344,2026-07-18,2026-07-18T21:12:54.675000,48.0,
116IAG,1086344,2026-07-18,2026-07-18T21:14:14.985000,47.0,
116IAG,1086344,2026-07-18,2026-07-18T21:15:37.775000,46.0,
116IAG,1086344,2026-07-18,2026-07-18T21:17:13.435000,45.0,
116IAG,1086344,2026-07-18,2026-07-18T21:20:09.872000,44.0,
116IAG,1086344,2026-07-18,2026-07-18T21:21:57.030000,43.0,
116IAG,1086344,2026-07-18,2026-07-18T21:22:57.230000,42.0,
116IAG,1086344,2026-07-18,2026-07-18T21:23:56.939000,41.0,
116IAG,1086344,2026-07-18,2026-07-18T21:25:14.745000,40.0,
116IAG,1086344,2026-07-18,2026-07-18T21:26:06.032000,39.0,
116IAG,1086344,2026-07-18,2026-07-18T21:28:19.530000,78.0,
116IAG,1086344,2026-07-18,2026-07-18T21:29:51.831000,77.0,
116IAG,1086344,2026-07-18,2026-07-18T21:32:56.330000,76.0,
116IAG,1086344,2026-07-18,2026-07-18T21:33:47.030000,75.0,
116IAG,1086344,2026-07-18,2026-07-18T21:36:36.430000,74.0,
116IAG,1086344,2026-07-18,2026-07-18T21:37:58.330000,73.0,
116IAG,1086344,2026-07-18,2026-07-18T21:39:04.230000,72.0,
116IAG,1086344,2026-07-18,2026-07-18T21:45:38.730000,71.0,
116IAG,1086344,2026-07-18,2026-07-18T21:51:13.365000,70.0,
116IAG,1086344,2026-07-18,2026-07-18T21:52:47.333000,69.0,
116IAG,1086344,2026-07-18,2026-07-18T21:54:08.742000,68.0,
116IAG,1086344,2026-07-18,2026-07-18T21:55:15.033000,67.0,
116IAG,1086344,2026-07-18,2026-07-18T21:56:57.133000,66.0,
116IAG,1086344,2026-07-18,2026-07-18T21:58:30.533000,65.0,
116IAG,1086344,2026-07-18,2026-07-18T22:04:32.133000,64.0,
116IAG,1086344,2026-07-18,2026-07-18T22:05:41.033000,63.0,
116IAG,1086344,2026-07-18,2026-07-18T22:07:21.033000,62.0,
116IAG,1086344,2026-07-18,2026-07-18T22:08:31.933000,61.0,
116IAG,1086344,2026-07-18,2026-07-18T22:17:59.233000,60.0,
116IAG,1086344,2026-07-18,2026-07-18T22:19:29.133000,59.0,
116IAG,1086344,2026-07-18,2026-07-18T22:21:13.579000,58.0,
116IAG,1086344,2026-07-18,2026-07-18T22:26:35.487000,57.0,
116IAG,1086344,2026-07-18,2026-07-18T22:31:35.379000,56.0,
116IAG,1086344,2026-07-18,2026-07-18T22:33:00.788000,55.0,
116IAG,1086344,2026-07-18,2026-07-18T22:34:36.279000,54.0,
116IAG,1086344,2026-07-18,2026-07-18T22:36:02.699000,53.0,
116IAG,1086344,2026-07-18,2026-07-18T22:37:17.079000,52.0,
116IAG,1086344,2026-07-18,2026-07-18T22:41:51.294000,51.0,
116IAG,1086344,2026-07-18,2026-07-18T22:43:03.579000,50.0,
116IAG,1086344,2026-07-18,2026-07-18T22:44:23.986000,49.0,
116IAG,1086344,2026-07-18,2026-07-18T22:45:29.879000,48.0,
116IAG,1086344,2026-07-18,2026-07-18T22:47:37.779000,86.0,
116IAG,1086344,2026-07-18,2026-07-18T22:48:50.279000,85.0,
116IAG,1086344,2026-07-18,2026-07-18T22:50:39.179000,84.0,
116IAG,1086344,2026-07-18,2026-07-18T22:54:11.688000,83.0,
116IAG,1086344,2026-07-18,2026-07-18T22:57:38.279000,82.0,
116IAG,1086344,2026-07-18,2026-07-18T22:59:50.879000,81.0,
116IAG,1086344,2026-07-18,2026-07-18T23:00:58.079000,80.0,
116IAG,1086344,2026-07-18,2026-07-18T23:02:22.884000,79.0,
116IAG,1086344,2026-07-18,2026-07-18T23:03:29.093000,78.0,
116IAG,1086344,2026-07-18,2026-07-18T23:04:20.679000,77.0,
116IAG,1086344,2026-07-18,2026-07-18T23:05:35.937000,76.0,
116IAG,1086344,2026-07-18,2026-07-18T23:08:41.622000,75.0,
116IAG,1086344,2026-07-18,2026-07-18T23:10:11.922000,74.0,
116IAG,1086344,2026-07-18,2026-07-18T23:11:31.722000,73.0,
116IAG,1086344,2026-07-18,2026-07-18T23:16:17.028000,72.0,
116IAG,1086344,2026-07-18,2026-07-18T23:17:21.428000,71.0,
116IAG,1086344,2026-07-18,2026-07-18T23:18:42.528000,70.0,
116IAG,1086344,2026-07-18,2026-07-18T23:20:05.067000,69.0,
116IAG,1086344,2026-07-18,2026-07-18T23:21:12.244000,68.0,
116IAG,1086344,2026-07-18,2026-07-18T23:23:20.755000,67.0,
116IAG,1086344,2026-07-18,2026-07-18T23:24:55.563000,66.0,
116IAG,1086344,2026-07-18,2026-07-18T23:27:52.061000,65.0,
116IAG,1086344,2026-07-18,2026-07-18T23:28:59.244000,64.0,
116IAG,1086344,2026-07-18,2026-07-18T23:31:16.644000,63.0,
116IAG,1086344,2026-07-18,2026-07-18T23:32:49.944000,62.0,
116IAG,1086344,2026-07-18,2026-07-18T23:34:10.244000,61.0,
116IAG,1086344,2026-07-18,2026-07-18T23:35:19.444000,60.0,
116IAG,1086344,2026-07-18,2026-07-18T23:38:18.344000,59.0,
116IAG,1086344,2026-07-18,2026-07-18T23:40:31.258000,58.0,
116IAG,1086344,2026-07-18,2026-07-18T23:41:26.452000,57.0,
116IAG,1086344,2026-07-18,2026-07-18T23:42:54.665000,56.0,
116IAG,1086344,2026-07-27,2026-07-27T15:47:20.364000,,
116IAG,1086344,2026-07-27,2026-07-27T17:36:47.669000,87.0,
116IAG,1086344,2026-07-27,2026-07-27T17:36:47.769000,87.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T17:37:46.069000,86.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T17:54:24.469000,85.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:17:49.669000,84.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:18:54.569000,83.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:19:54.469000,82.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:20:51.269000,81.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:21:46.069000,80.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:22:48.473000,79.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:25:09.277000,,
116IAG,1086344,2026-07-27,2026-07-27T18:29:01.469000,79.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:30:09.869000,78.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:31:06.686000,77.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:32:42.769000,76.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:33:53.169000,75.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:35:07.083000,74.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:36:20.069000,73.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:38:14.577000,73.0,
116IAG,1086344,2026-07-27,2026-07-27T18:38:14.787000,,
116IAG,1086344,2026-07-27,2026-07-27T18:40:31.177000,73.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:41:21.469000,72.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:42:40.469000,71.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:43:21.684000,70.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:44:29.069000,69.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:45:37.969000,68.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:46:31.277000,67.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:54:56.379000,66.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:55:49.184000,65.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:56:56.569000,64.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T18:58:02.985000,63.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:00:27.769000,62.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:01:22.169000,61.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:02:29.570000,60.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:03:47.969000,59.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:04:49.385000,58.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:12:41.669000,57.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:14:09.169000,56.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:15:48.769000,55.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:17:38.769000,55.0,
116IAG,1086344,2026-07-27,2026-07-27T19:17:38.977000,,
116IAG,1086344,2026-07-27,2026-07-27T19:18:59.974000,55.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:19:42.669000,54.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:21:37.869000,53.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:23:09.985000,52.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:24:06.769000,51.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:26:19.669000,51.0,
116IAG,1086344,2026-07-27,2026-07-27T19:26:20.069000,,
116IAG,1086344,2026-07-27,2026-07-27T19:26:24.169000,51.0,
116IAG,1086344,2026-07-27,2026-07-27T19:26:24.877000,51.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:26:39.669000,50.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:27:29.969000,49.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:29:37.994000,49.0,
116IAG,1086344,2026-07-27,2026-07-27T19:29:38.276000,,
116IAG,1086344,2026-07-27,2026-07-27T19:31:16.469000,49.0,
116IAG,1086344,2026-07-27,2026-07-27T19:31:16.585000,49.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:31:25.069000,48.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:32:24.369000,47.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:33:26.269000,46.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:34:52.781000,45.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:35:59.683000,44.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:37:28.171000,43.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:39:07.769000,42.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:40:14.669000,41.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:43:01.189000,40.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:44:12.582000,39.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:45:06.969000,38.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:46:31.469000,37.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:47:18.769000,36.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:48:13.569000,35.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:49:54.669000,34.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:50:48.469000,33.0,20.0
116IAG,1086344,2026-07-27,2026-07-27T19:52:00.369000,33.0,
116IAG,1086344,2026-07-27,2026-07-27T19:52:57.178000,,
116IAG,1086344,2026-07-27,2026-07-27T19:54:42.469000,88.0,
116IAG,1086344,2026-07-27,2026-07-27T19:54:42.569000,88.0,88.0
116IAG,1086344,2026-07-27,2026-07-27T19:54:43.569000,33.0,88.0
116IAG,1086344,2026-07-27,2026-07-27T19:57:50.169000,32.0,88.0
116IAG,1086344,2026-07-27,2026-07-27T19:58:37.469000,31.0,88.0
116IAG,1086344,2026-07-27,2026-07-27T20:00:42.675000,,
116IAG,1086344,2026-07-27,2026-07-27T20:01:50.278000,31.0,88.0
116IAG,1086344,2026-07-27,2026-07-27T20:02:35.585000,30.0,88.0
116IAG,1086344,2026-07-27,2026-07-27T20:03:34.469000,29.0,88.0
116IAG,1086344,2026-07-27,2026-07-27T20:04:33.269000,28.0,88.0
116IAG,1086344,2026-07-27,2026-07-27T20:05:49.069000,28.0,
116IAG,1086344,2026-07-27,2026-07-27T20:05:49.271000,,
116IAG,1086344,2026-07-27,2026-07-27T20:07:43.871000,28.0,88.0
116IAG,1086344,2026-07-27,2026-07-27T20:09:55.169000,27.0,88.0
116IAG,1086344,2026-07-27,2026-07-27T20:11:34.284000,26.0,88.0
116IAG,1086344,2026-07-27,2026-07-27T20:12:56.869000,26.0,
116IAG,1086344,2026-07-27,2026-07-27T20:12:57.269000,,
116IAG,1086344,2026-07-27,2026-07-27T20:16:33.369000,,88.0
116IAG,1086344,2026-07-27,2026-07-27T20:16:33.469000,26.0,88.0
